

Debug Trace:
Noisy: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Current input: 3.4 - Noisy input: 3.2 - Hamming: 100
Current: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Current input: 3.5 - Noisy input: 3.5 - Hamming: 100
Current: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Current input: 3.5 - Noisy input: 3.6 - Hamming: 100
Current: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Current input: 3.3 - Noisy input: 3.1 - Hamming: 97
Current: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1385,1432,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Current input: 3.1 - Noisy input: 3.2 - Hamming: 97
Current: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1385,1432,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Current input: 2.8 - Noisy input: 2.8 - Hamming: 100
Current: 26,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1385,1432,1460,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 26,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1385,1432,1460,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Current input: 2.4 - Noisy input: 2.5 - Hamming: 100
Current: 26,37,95,150,229,302,331,338,421,455,486,607,692,980,988,1066,1194,1230,1245,1258,1321,1323,1385,1432,1460,1509,1567,1618,1678,1814,1827,1852,1950,1989,1993,1995,2004,2009,2015,2045
Noisy: 26,37,95,150,229,302,331,338,421,455,486,607,692,980,988,1066,1194,1230,1245,1258,1321,1323,1385,1432,1460,1509,1567,1618,1678,1814,1827,1852,1950,1989,1993,1995,2004,2009,2015,2045
Current input: 1.9 - Noisy input: 1.8 - Hamming: 85
Current: 37,95,111,229,455,486,520,583,692,735,909,988,1001,1066,1085,1166,1188,1194,1230,1258,1321,1323,1385,1425,1432,1460,1509,1650,1678,1740,1746,1802,1814,1827,1993,1995,2004,2008,2009,2015
Noisy: 37,95,111,229,455,486,520,583,620,692,735,909,1001,1085,1166,1188,1323,1385,1425,1432,1460,1470,1509,1598,1650,1678,1679,1702,1740,1746,1785,1802,1814,1827,1993,1995,2004,2008,2009,2015
Current input: 1.5 - Noisy input: 1.4 - Hamming: 87
Current: 37,65,95,111,182,229,455,486,520,583,692,735,909,1001,1085,1166,1188,1323,1385,1425,1432,1449,1460,1470,1598,1611,1650,1678,1679,1702,1733,1740,1746,1785,1802,1993,2004,2008,2009,2015
Noisy: 65,95,111,182,229,520,583,629,692,735,794,909,1001,1085,1166,1188,1242,1323,1425,1432,1440,1449,1460,1470,1510,1598,1611,1650,1678,1679,1702,1733,1740,1746,1785,1802,1993,2004,2008,2015
Current input: 1.1 - Noisy input: 1.2 - Hamming: 100
Current: 65,95,111,182,229,520,583,629,692,735,794,909,1001,1085,1166,1188,1242,1297,1425,1432,1440,1449,1460,1466,1470,1510,1611,1650,1678,1679,1702,1733,1740,1746,1761,1785,1802,2004,2008,2015
Noisy: 65,95,111,182,229,520,583,629,692,735,794,909,1001,1085,1166,1188,1242,1297,1425,1432,1440,1449,1460,1466,1470,1510,1611,1650,1678,1679,1702,1733,1740,1746,1761,1785,1802,2004,2008,2015
Current input: 0.7 - Noisy input: 0.8 - Hamming: 95
Current: 13,65,111,182,520,619,629,692,735,794,909,1001,1085,1149,1166,1188,1242,1297,1425,1440,1449,1466,1470,1510,1611,1620,1650,1678,1679,1702,1733,1740,1746,1761,1785,1802,1871,1923,2008,2015
Noisy: 13,65,111,182,520,583,619,629,692,735,794,909,1001,1085,1166,1188,1242,1297,1425,1440,1449,1466,1470,1510,1611,1650,1678,1679,1702,1733,1740,1746,1761,1785,1802,1871,1923,2004,2008,2015
Current input: 0.4 - Noisy input: 0.4 - Hamming: 100
Current: 13,65,72,111,156,182,241,377,619,629,735,746,781,794,902,909,918,1149,1166,1242,1297,1440,1449,1466,1470,1510,1574,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008
Noisy: 13,65,72,111,156,182,241,377,619,629,735,746,781,794,902,909,918,1149,1166,1242,1297,1440,1449,1466,1470,1510,1574,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008
Current input: 0.2 - Noisy input: 0.2 - Hamming: 100
Current: 13,65,72,111,156,182,241,377,619,629,735,746,781,794,902,909,918,1149,1166,1242,1297,1440,1449,1466,1470,1510,1574,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008
Noisy: 13,65,72,111,156,182,241,377,619,629,735,746,781,794,902,909,918,1149,1166,1242,1297,1440,1449,1466,1470,1510,1574,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008
Current input: 0 - Noisy input: -0.2 - Hamming: 97
Current: 13,65,72,156,182,241,377,538,619,629,735,746,781,794,902,918,1149,1166,1242,1297,1440,1449,1466,1470,1510,1574,1584,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008
Noisy: 13,65,72,156,182,241,377,538,619,629,735,746,781,794,902,918,1149,1242,1297,1325,1440,1449,1466,1470,1510,1574,1584,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008
Current input: 0 - Noisy input: 0.1 - Hamming: 95
Current: 13,65,72,156,182,241,377,538,619,629,735,746,781,794,902,918,1149,1166,1242,1297,1440,1449,1466,1470,1510,1574,1584,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008
Noisy: 13,65,72,111,156,182,241,377,619,629,735,746,781,794,902,909,918,1149,1166,1242,1297,1440,1449,1466,1470,1510,1574,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008
Current input: 0 - Noisy input: 0 - Hamming: 100
Current: 13,65,72,156,182,241,377,538,619,629,735,746,781,794,902,918,1149,1166,1242,1297,1440,1449,1466,1470,1510,1574,1584,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008
Noisy: 13,65,72,156,182,241,377,538,619,629,735,746,781,794,902,918,1149,1166,1242,1297,1440,1449,1466,1470,1510,1574,1584,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008
Current input: 0.2 - Noisy input: 0.1 - Hamming: 100
Current: 13,65,72,111,156,182,241,377,619,629,735,746,781,794,902,909,918,1149,1166,1242,1297,1440,1449,1466,1470,1510,1574,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008
Noisy: 13,65,72,111,156,182,241,377,619,629,735,746,781,794,902,909,918,1149,1166,1242,1297,1440,1449,1466,1470,1510,1574,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008
Current input: 0.4 - Noisy input: 0.4 - Hamming: 100
Current: 13,65,72,111,156,182,241,377,619,629,735,746,781,794,902,909,918,1149,1166,1242,1297,1440,1449,1466,1470,1510,1574,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008
Noisy: 13,65,72,111,156,182,241,377,619,629,735,746,781,794,902,909,918,1149,1166,1242,1297,1440,1449,1466,1470,1510,1574,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008
Current input: 0.7 - Noisy input: 0.5 - Hamming: 77
Current: 13,65,111,182,520,619,629,692,735,794,909,1001,1085,1149,1166,1188,1242,1297,1425,1440,1449,1466,1470,1510,1611,1620,1650,1678,1679,1702,1733,1740,1746,1761,1785,1802,1871,1923,2008,2015
Noisy: 13,65,72,111,182,377,619,629,735,746,781,794,902,909,918,1001,1149,1166,1242,1297,1440,1449,1466,1470,1510,1574,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008,2015
Current input: 1.1 - Noisy input: 1 - Hamming: 97
Current: 65,95,111,182,229,520,583,629,692,735,794,909,1001,1085,1166,1188,1242,1297,1425,1432,1440,1449,1460,1466,1470,1510,1611,1650,1678,1679,1702,1733,1740,1746,1761,1785,1802,2004,2008,2015
Noisy: 13,65,95,111,182,229,520,583,629,692,735,794,909,1001,1085,1166,1188,1242,1297,1425,1440,1449,1460,1466,1470,1510,1611,1650,1678,1679,1702,1733,1740,1746,1761,1785,1802,2004,2008,2015
Current input: 1.5 - Noisy input: 1.4 - Hamming: 87
Current: 37,65,95,111,182,229,455,486,520,583,692,735,909,1001,1085,1166,1188,1323,1385,1425,1432,1449,1460,1470,1598,1611,1650,1678,1679,1702,1733,1740,1746,1785,1802,1993,2004,2008,2009,2015
Noisy: 65,95,111,182,229,520,583,629,692,735,794,909,1001,1085,1166,1188,1242,1323,1425,1432,1440,1449,1460,1470,1510,1598,1611,1650,1678,1679,1702,1733,1740,1746,1785,1802,1993,2004,2008,2015
Current input: 1.9 - Noisy input: 1.8 - Hamming: 85
Current: 37,95,111,229,455,486,520,583,692,735,909,988,1001,1066,1085,1166,1188,1194,1230,1258,1321,1323,1385,1425,1432,1460,1509,1650,1678,1740,1746,1802,1814,1827,1993,1995,2004,2008,2009,2015
Noisy: 37,95,111,229,455,486,520,583,620,692,735,909,1001,1085,1166,1188,1323,1385,1425,1432,1460,1470,1509,1598,1650,1678,1679,1702,1740,1746,1785,1802,1814,1827,1993,1995,2004,2008,2009,2015
Current input: 2.4 - Noisy input: 2.3 - Hamming: 85
Current: 26,37,95,150,229,302,331,338,421,455,486,607,692,980,988,1066,1194,1230,1245,1258,1321,1323,1385,1432,1460,1509,1567,1618,1678,1814,1827,1852,1950,1989,1993,1995,2004,2009,2015,2045
Noisy: 37,95,150,229,331,338,455,486,520,607,692,980,988,1066,1085,1188,1194,1230,1258,1321,1323,1385,1432,1460,1509,1618,1650,1678,1740,1802,1814,1827,1852,1950,1993,1995,2004,2009,2015,2045
Current input: 2.8 - Noisy input: 2.9 - Hamming: 97
Current: 26,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1385,1432,1460,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1385,1432,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Current input: 3.1 - Noisy input: 3 - Hamming: 100
Current: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1385,1432,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1385,1432,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Current input: 3.3 - Noisy input: 3.4 - Hamming: 100
Current: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Current input: 3.5 - Noisy input: 3.5 - Hamming: 100
Current: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Current input: 3.5 - Noisy input: 3.6 - Hamming: 100
Current: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Current input: 3.4 - Noisy input: 3.4 - Hamming: 100
Current: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Current input: 3.2 - Noisy input: 3.2 - Hamming: 100
Current: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 26,28,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1370,1385,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Current input: 2.8 - Noisy input: 2.8 - Hamming: 100
Current: 26,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1385,1432,1460,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Noisy: 26,37,150,302,331,338,421,455,486,572,601,607,980,988,1066,1110,1194,1230,1245,1258,1321,1323,1385,1432,1460,1506,1509,1567,1618,1619,1667,1814,1827,1852,1950,1989,1993,1995,2009,2045
Current input: 2.3 - Noisy input: 2.3 - Hamming: 100
Current: 37,95,150,229,331,338,455,486,520,607,692,980,988,1066,1085,1188,1194,1230,1258,1321,1323,1385,1432,1460,1509,1618,1650,1678,1740,1802,1814,1827,1852,1950,1993,1995,2004,2009,2015,2045
Noisy: 37,95,150,229,331,338,455,486,520,607,692,980,988,1066,1085,1188,1194,1230,1258,1321,1323,1385,1432,1460,1509,1618,1650,1678,1740,1802,1814,1827,1852,1950,1993,1995,2004,2009,2015,2045
Current input: 1.7 - Noisy input: 1.8 - Hamming: 95
Current: 37,65,95,111,229,455,486,520,583,620,692,735,909,1001,1085,1166,1188,1323,1385,1425,1432,1449,1460,1470,1598,1650,1678,1679,1702,1740,1746,1785,1802,1827,1993,1995,2004,2008,2009,2015
Noisy: 37,95,111,229,455,486,520,583,620,692,735,909,1001,1085,1166,1188,1323,1385,1425,1432,1460,1470,1509,1598,1650,1678,1679,1702,1740,1746,1785,1802,1814,1827,1993,1995,2004,2008,2009,2015
Current input: 0.9 - Noisy input: 1.1 - Hamming: 92
Current: 13,65,111,182,520,583,629,692,735,794,909,1001,1085,1166,1188,1242,1297,1425,1440,1449,1460,1466,1470,1510,1611,1650,1678,1679,1702,1733,1740,1746,1761,1785,1802,1871,1923,2004,2008,2015
Noisy: 65,95,111,182,229,520,583,629,692,735,794,909,1001,1085,1166,1188,1242,1297,1425,1432,1440,1449,1460,1466,1470,1510,1611,1650,1678,1679,1702,1733,1740,1746,1761,1785,1802,2004,2008,2015
Current input: 0 - Noisy input: 0.1 - Hamming: 95
Current: 13,65,72,156,182,241,377,538,619,629,735,746,781,794,902,918,1149,1166,1242,1297,1440,1449,1466,1470,1510,1574,1584,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008
Noisy: 13,65,72,111,156,182,241,377,619,629,735,746,781,794,902,909,918,1149,1166,1242,1297,1440,1449,1466,1470,1510,1574,1611,1620,1679,1702,1733,1746,1761,1785,1867,1869,1871,1923,2008
